id,price
0,3664.878954760528
1,6295.267032151094
2,10131.269171897024
3,4669.249520580407
4,2152.352417813278
5,6202.618883012419
6,5139.509990219999
7,4707.97939221735
8,6239.720482510935
9,11872.919369475183
10,4817.841621801992
11,661.107564721513
12,3219.396265450391
13,1690.9161685016097
14,3091.292414167828
15,1969.9294279095125
16,1768.0686680250096
17,4374.1973356297285
18,4045.601764168264
19,1343.42080964579
20,1911.2876947140126
21,5970.768135255172
22,4677.51821078276
23,405.27819423202163
24,14157.488773287632
25,61.19802133265512
26,-467.9562477593604
27,1448.3687083933664
28,2133.3676163901146
29,596.2073855203726
30,10671.017550538667
31,-903.3723493030643
32,4569.478109191663
33,177.55854229330953
34,1268.2995224025626
35,2981.5748109345495
36,7181.052589917146
37,2249.304960252239
38,3193.2464541158406
39,596.2727422791695
40,673.1231455850157
41,8316.106298235787
42,1323.831861421474
43,2130.7190527204016
44,9253.777858580821
45,2683.025999085197
46,1350.1057418042233
47,754.7776420809564
48,654.1324432150523
49,3708.871913149267
50,239.25661243258946
51,4916.014376100098
52,3630.547767891192
53,7611.508412352047
54,6419.6051597084115
55,2922.000302493778
56,10054.475878114667
57,2953.845332996091
58,4598.6666965614495
59,3451.08271253578
60,769.7584188016522
61,786.0063123003447
62,6445.991464804192
63,1731.9661562997048
64,9167.89271314194
65,15103.665119863888
66,1128.265709832097
67,12202.562321126008
68,5854.886348296328
69,7804.191943508677
70,-1206.2541076586672
71,614.686447742316
72,279.3033718156862
73,1324.8084567146666
74,5525.888815518528
75,2518.9012887423055
76,7914.366945299438
77,10907.864158888031
78,3226.0536941614873
79,6337.372419667207
80,10475.882759216705
81,2908.7150601893145
82,11844.68077873036
83,6293.6482270844745
84,1528.8453179013218
85,8876.785406791267
86,1620.2569169945941
87,11971.834113253206
88,9941.584017554675
89,12647.375110712614
90,5815.809964752298
91,2151.941985799328
92,1643.2642812079393
93,1299.3173621975184
94,39313.62967479314
95,688.0943098376347
96,11023.083915552786
97,14330.14925278696
98,11941.069839854332
99,394.34862647293266
100,3216.7792461160834
101,630.6068436785176
102,32.070833582950854
103,-360.6298970875109
104,281.73363363800445
105,1976.4353524118137
106,1864.4475967997969
107,607.4705552402793
108,1048.267246219902
109,603.765440793326
110,249.1065592391069
111,1414.7110442673702
112,1009.7455411669762
113,1995.264360977205
114,1052.5794860441165
115,5323.295559438405
116,5638.595394386986
117,15751.845703699311
118,388.91524172789195
119,14229.421161757953
120,954.2657799710796
121,2261.9725236242302
122,1575.152325096245
123,610.0779899904201
124,182.78676313218375
125,668.9135276069837
126,349.25961136164733
127,9186.624007746666
128,5644.123998234123
129,5582.15836336972
130,6897.45596737262
131,2288.319643631814
132,6501.03034168745
133,1802.3728633549
134,3478.328351458095
135,1507.5962240686595
136,306.10956316507145
137,6555.524699810649
138,174.50909694521715
139,4152.384384719346
140,889.9620294595175
141,720.007662107249
142,4032.772058613895
143,4282.874264315602
144,503.54679197695214
145,7390.963102023379
146,15971.664646952762
147,5749.067430543576
148,2538.0269876022667
149,762.0608908483218
150,329.6722610770862
151,2245.371624994347
152,11277.458191234335
153,2894.6653815789305
154,-308.51747186074635
155,13413.014902618403
156,3145.361174611495
157,3688.871216190046
158,3910.569743554228
159,1188.166878522392
160,9123.34279060515
161,8633.748616406649
162,368.85509701131014
163,954.5779546177096
164,5977.965077220162
165,7388.893795293244
166,3762.5428210480786
167,5276.4309652295
168,4109.899082014626
169,11904.575731245595
170,901.7560054116288
171,1863.8532075353096
172,5710.612311696037
173,2686.4698723709053
174,6087.838218516852
175,2440.4830008819836
176,4555.3783745109995
177,4273.367197015904
178,3560.9745030949643
179,3474.090255448831
180,3572.075523249896
181,1336.2575830054002
182,1742.5331118937593
183,1987.4953665256937
184,679.5567457860593
185,4316.033221310541
186,1193.3269405268538
187,1080.145872587938
188,667.2917615621827
189,2424.3776068432016
190,3024.6142572648787
191,668.7441067195264
192,834.7779113007359
193,5977.549608795722
194,4333.604845072936
195,2392.276563886143
196,635.3201227309528
197,11050.603132921031
198,-109.95565742602184
199,8324.958503712705
200,8928.172202132297
201,6634.491647112338
202,-124.45157963611427
203,-108.15675301371448
204,6127.382941503307
205,2904.83718919551
206,609.041961598351
207,3892.7764102616743
208,1531.7227591778178
209,9450.590592923669
210,3203.0842010185675
211,7454.632316500538
