id,price
0,3122.0292861303196
1,5256.299037811147
2,10479.078327243968
3,3990.40417331866
4,1687.1190169237848
5,6370.370981251438
6,4817.738726901603
7,3841.593183109994
8,5122.312323621795
9,16227.276027731394
10,4257.980531628102
11,835.9368218389149
12,3084.741428984789
13,1608.3605011890045
14,2480.3904923190294
15,1230.2121445423409
16,1473.4268646919577
17,3829.041826777959
18,4069.729675410731
19,898.5998959367593
20,2218.4977100414617
21,5090.485881934906
22,4699.585669506273
23,630.5325482640601
24,13267.817463364037
25,1044.1408854166666
26,536.6495409075669
27,946.9570085285887
28,1687.1190169237848
29,863.2088527357575
30,10394.73890192295
31,523.1942912520466
32,4179.7301132827615
33,691.7675500642317
34,597.7296656805604
35,2326.205995015754
36,5779.200883556547
37,2779.5508370535726
38,2803.5945303444437
39,741.3450013972225
40,508.2613154765666
41,9012.561317616484
42,846.2663302183842
43,1926.891090029762
44,10372.232105061506
45,2388.9773288867964
46,958.553203553482
47,775.8902017262741
48,1199.3435434292733
49,2838.620602425952
50,659.9510484463345
51,4509.325207049672
52,2820.1089133910805
53,7237.117688719294
54,5668.478074678479
55,2069.125951644592
56,9439.057288284632
57,2327.6377657964254
58,4286.344391981226
59,2746.1785801091273
60,1177.6550287186246
61,497.93137804614446
62,6632.768296933609
63,1095.944740739693
64,8611.867090544347
65,18000.0
66,842.8573918374221
67,12186.130753024716
68,5101.023634499472
69,9384.833745659724
70,479.90878191743093
71,738.8778715453841
72,833.6365071678364
73,1182.3871093750001
74,5232.214109503252
75,1933.1049234010436
76,8486.59681977065
77,13835.150408889562
78,2793.073603414179
79,6614.768261775292
80,10951.772296611733
81,2050.7903749105308
82,15323.452359724884
83,6534.746273382104
84,928.0668381331428
85,7373.450577417379
86,1040.7604858084012
87,12517.749920366337
88,6997.8735146687295
89,15553.494017505931
90,4673.868236408312
91,1341.7266008823237
92,1001.8660766942638
93,812.5158649977566
94,17686.5390625
95,457.7087704613094
96,14380.323616582762
97,16128.96572196242
98,12518.183392229812
99,636.0935762279953
100,2504.744190387159
101,659.511477987647
102,619.6927627587211
103,438.8759715955339
104,1022.6088460103739
105,1685.9774503542803
106,1343.48046875
107,722.5358598603809
108,1059.3232590976731
109,716.9866949224788
110,583.6879865749927
111,979.5529930998662
112,1889.3013141235901
113,1672.1915933124944
114,1410.0579985119045
115,5141.427854354362
116,5112.792760475914
117,15341.68009494247
118,466.7486835406681
119,17477.63758329905
120,1272.804803489806
121,1779.919171224528
122,1187.045352984944
123,528.8186347030116
124,653.1378393430515
125,1248.3276072314259
126,1068.319517684096
127,13817.6564453125
128,5486.863439141894
129,5001.978686764661
130,6373.568630963942
131,3363.2999469318975
132,6678.0469722054595
133,1060.1633765729046
134,3259.8162760416662
135,1018.0065421330501
136,587.3278683984114
137,7025.559753734066
138,594.4860777862785
139,4177.124386025195
140,782.4702944738593
141,891.0098016049952
142,3313.229456892934
143,3678.618359375
144,738.8778715453841
145,6318.372611120709
146,16458.326917639693
147,5106.00689163183
148,2668.505017871215
149,1784.2235410945752
150,2329.401447792659
151,1764.2010366740935
152,12595.866664353385
153,2878.5758751260537
154,586.5827047434935
155,14736.337104820766
156,3623.8007812499995
157,2995.7764392229933
158,3922.0548167363445
159,924.900497227793
160,7301.2967068173
161,9011.002461264621
162,742.5011403459923
163,668.5631840457878
164,5492.538036875199
165,11233.84588679892
166,3119.58343270297
167,4363.281928778686
168,3178.8670128733584
169,10779.856119791668
170,744.3547229651539
171,1663.273244608701
172,4907.728861087169
173,2086.6523507285096
174,6415.655756869451
175,1788.8413991861405
176,4493.795120211676
177,3681.431188202561
178,2554.685470533344
179,3612.5883405216887
180,3595.108454892628
181,1561.5436197916665
182,960.4155900352557
183,1694.093505832983
184,756.2984539298005
185,3874.444085807566
186,955.0073544457173
187,870.5067774888108
188,508.2613154765666
189,1829.67060752613
190,2370.561392769342
191,765.824584171778
192,793.6787570406254
193,6106.300301191099
194,3633.107795359989
195,2337.298529179027
196,716.9866949224788
197,12774.330910963345
198,567.8635808590024
199,9002.418223095385
200,10246.285546875
201,6297.248885022759
202,554.5447478040129
203,844.085431372669
204,6412.665356215324
205,3669.5209100884426
206,663.6339532920144
207,3049.7109334373113
208,994.3596869954905
209,7996.755137863928
